"","V1","V2","V3","Di_JanFeblink$."
"t_time10","2018-02-28 09:58","藍綠北市長各支持誰 丁守中、姚文智最夯"," 台灣民意基金會今發布2018台北市長選舉相關民調，結果顯示，在民進黨方面，目前表態參選的立委姚文智、前副總統呂秀蓮以及前台南縣長蘇煥智3人，姚文智獲得38%最高支持；在國民黨方面，對於已表態的前立委丁守中、張顯耀及孫大千，丁守中則獲得60%支持。 跟姚文智相比，呂秀蓮有21%支持，蘇煥智有10.3%支持，30.9%不知道或不支持；跟丁守中相比，僅7.1%支持孫大千，3.1%支持張顯耀，29.3%不知道或不支持。 本次調查時間為2月24至25日，以台北市20歲以上成年人進行電話抽樣調查，有效樣本1070人，抽樣誤差在95%信心水準下約正負3個百分點。姚文智（右）。聯合報系資料照／記者陳柏亨攝影分享  facebook   丁守中（右）。聯合報系資料照／記者邱瓊玉攝影分享  facebook   ","https://udn.com/news/story/10958/3004130"
"t_time11","2018-02-28 09:48","民調／姚文智若出馬 民進黨超過半數支持柯文哲","  台灣民意基金會今發布2018台北市長選舉相關民調，針對現任台北市長柯文哲、民進黨立委姚文智和國民黨前立委丁守中3人中傾向支持誰，結果發現，有47.6%支持柯文哲，25.2%支持丁守中，僅15.6%支持姚文智，其餘11.7%為不知道。 台灣民意基金會發現，在民進黨認同者中，有51%支持柯文哲，僅37%支持姚文智，6.3%支持丁守中，5.8%為不知道；在國民黨認同者方面，有55%支持丁守中，38%支持柯文哲，2.3%支持姚文智，4%為不知道；中間選民方面，54%支持柯文哲，20%支持丁守中，7.6%支持姚文智，18.7%不知道。 台灣民意基金會分析，在50歲以下選民中，柯文哲有壓倒性的優勢，領先丁、姚的幅度從18%到50%不等，同時，姚文智在60歲以上選民所獲得的支持明顯超過丁、柯；在外省選民方面，43%支持丁守中，41%支持柯文哲，兩人相差不遠，而姚文智僅獲得5.2%支持，這顯示柯文哲在爭取外省選民支持方面，也可以和國民黨的丁守中分庭抗禮。 本次調查時間為2月24至25日，以台北市20歲以上成年人進行電話抽樣調查，有效樣本1070人，抽樣誤差在95%信心水準下約正負3個百分點。姚文智。報系資料照分享  facebook   ","https://udn.com/news/story/10958/3004117"
"t_time12","2018-02-27 13:04","送愛到全台 KMT北市公職參選人捐熱血"," 國民黨台北市黨部上午邀集2018台北市長參選人丁守中、鍾小平、張顯耀及台北市議員擬參選人，一同前往松壽路上臨時捐血中心捐血，希望以實際行動號召民眾響應，一同捐血獻愛心，同時也為即將到來的選戰暖身。 台北市長參選人鍾小平最先抵達現場，發表感言後上到捐血車上捐血，而另一位參選人丁守中隨後來到現場，兩人在捐血車上相遇，短暫問候沒有太多交談，最後一位抵達現場的台北市長參選人張顯耀來到現場，因有其他行程，發表感言後隨即離去沒有捐血。國民黨台北市黨部上午邀集2018台北市長參選人及台北市議員擬參選人一同捐血，同時也呼籲民眾響應活動，一同捐血獻愛心。記者杜建重／攝影分享  facebook   台北市長參選人鍾小平(左)與丁守中(中)在捐血車上相遇，短暫問候沒有太多交談。記者杜建重／攝影分享  facebook   國民黨台北市黨部上午邀集2018台北市長參選人丁守中(右三)與市議員擬參選人一同捐血，為即將到來的選戰暖身。記者杜建重／攝影分享  facebook   國民黨台北市長參選人張顯耀來到活動現場，因有其他行程，發表感言後隨即離去。記者杜建重／攝影分享  facebook   ","https://udn.com/news/story/10958/3002597"
"t_time13","2018-02-25 13:03","張金鶚：都更1坪換1坪 沒白吃的午餐"," 政大地政系教授張金鶚。 圖／聯合報系資料照片分享  facebook    花蓮強震後，都更議題又成為焦點。台北市長參選人丁守中提出都更方案，當選後要讓台北市都更一坪換一實坪，遭到內政部次長花敬群批評是虛偽大於可行性。 曾任台北市副市長的政治大學地政系特聘教授張金鶚說，天下沒有白吃的午餐，有些案例可以一坪換一坪，甚至一坪換高過一坪，但有些不行，狀況很複雜，單講一坪換一坪是簡化的說法。 張金鶚說，每個地方狀況都不一樣，如果在土地價值較貴的地點，再加上老屋建物原來的容積可能沒有那麼高，打掉重建之後，加上容積獎勵，一坪換一坪的機會就相對提升。要是在土地價值較低廉的地點，重建後加上容積獎勵的價值還是不夠，就不太可能一坪換一坪。每一個案例都要去評估都更建築的價值、改建的成本、容積獎勵的價值和原來土地的價值，以及彼此之間的關係。如果全部都更都要一坪換一坪，等於政府要進行很多補貼，或是要求建商不賺錢，幾乎都不可能。 ","https://udn.com/news/story/7314/2999031"
"t_time14","2018-02-25 12:49","馬英九回鍋選北市長？ 柯文哲：奇怪的題目"," 台北市長柯文哲（右二）出席林安泰古厝舉辦抓週收涎活動，祝福新生兒們平安長大。 記者余承翰／攝影分享  facebook    角逐國民黨提名參選台北市長人數眾多，除前立委丁守中、張顯耀、孫大千、前行政院發言人鄭麗文、台北市議員鍾小平外，最近又有人點名前總統馬英九參選台北市長。台北市長柯文哲上午對於有關馬英九參選的問題，他說，這是奇怪的題目。 民進黨立委姚文智批柯文哲在228紀念日該做的都沒做，柯文哲說，該紀念的，該怎樣的，該怎麼做就怎麼做，但不要做這種意識形態的操弄，或政治的運用，他個人不喜歡。至於228當天安排那些行程，他說，都是幕僚安排，當天中樞紀念儀式一定參加。 ","https://udn.com/news/story/10958/2999020"
"t_time15","2018-02-25 11:34","馬英九回鍋選台北市長？ 柯文哲：奇怪的題目"," 角逐國民黨台北市市長參選人人數大爆炸，除前立委丁守中、張顯耀、孫大千、前行政院發言人鄭麗文、台北市議員鍾小平外，近日又增加一名人選，外界點名前總統馬英九參選台北市長。 台北市長柯文哲今早出席活動時受訪，媒體問及對馬英九參選的看法，柯皺眉短回「這是奇怪的題目」。","https://udn.com/news/story/10958/2998964"
"t_time16","2018-02-25 11:30","都更一坪換一坪？張金鶚：天下沒有白吃的午餐","  花蓮強震後，都更議題再度成為焦點。台北市長擬參選人、前國民黨立委丁守中日前提出都更方案，指當選後要讓台北市都更能一坪換一實坪，但遭到內政部次長花敬群批評是「虛偽性大於可行性」，引發口水戰。 曾任台北市副市長的政治大學地政系特聘教授張金鶚則強調，天下沒有白吃的午餐，每一個地區的狀況都不一樣，有些可行，有些不可行，一坪換一實坪是簡化的說法。 針對都更議題，台北市長柯文哲曾表示，希望部分民眾心態要改變，不要幻想一坪換一坪，外加車位，興建期間還不用出租金。對此，丁守中則回應，當選後要讓北市都更一坪換一實坪，花敬群日前接受廣播專訪則表示此種政見是虛偽性大於可行性，不可能做得到。 張金鶚則說，每一個地方的都更狀況都不一樣，如果在土地價值較為昂貴的地點，再加上老屋建物原來的容積可能沒有那麼高，打掉重建之後加上容積獎勵，一坪換一坪的機會就相對提升；不過要是在土地價值較低廉的地點，重建後加上容積獎勵的價值還是不夠，就不太可能一坪換一坪。 他認為，視每個地方條件的不同，有些案例可以一坪換一坪，甚至一坪換高過一坪，其他則不行，狀況很複雜，單講一坪換一坪是簡化的說法。 他強調天下沒有白吃的午餐，每一個案例都要去評估都更建築的價值、改建的成本、容積獎勵的價值和原來土地的價值，以及彼此之間的關係。他認為，如果全部都更都要一坪換一坪顯然是不太可能，等於政府要進行很多補貼，或是要求建商不賺錢，幾乎都是不可能的事情。政大地政系教授張金鶚。 圖／報系資料照分享  facebook   ","https://udn.com/news/story/7314/2998955"
"t_time17","2018-02-24 16:42","丁守中批柯文哲不如黃大洲 台北市變小聯盟","  台北市長參選人丁守中上午在士林區舉辦首場區政座談會，推崇老市長黃大洲，認為他苦幹實幹，4年任期打造內湖科技園區、大直重劃區、台北捷運、大安森林公園等現代都會基礎，但台北市在柯P手下從大聯盟被打退到小聯盟蹲牛棚。 丁守中也說，柯P四年下來，最令人印象深刻的作為應該就是刪掉老人重陽敬老金，結果全台灣都有，連柯P爸爸媽媽都在領，只有台北市的老人沒有。 丁守中強調，台北市的北投士林科技園區第一期都完成了，市中心這麼大塊土地，柯P擺在那裏閒置，卻只知道撒些草花種子。 丁守中在演說時特別推崇黃大洲對台北的貢獻，大安森林公園創造了城市的綠肺，中華路再造以及鐵路地下化，更帶動西區發展。 他並強調，在打造台北捷運系統方面，黃大洲決定六線建設齊發，以長痛不如短痛的精神，創造台北軌道交通的願景，更全盤改善台北交通。台北市長參選人丁守中上午在士林區舉辦首場區政座談會。獲得支持者贈送鳳梨。記者楊正海／攝影分享  facebook   ","https://udn.com/news/story/7323/2998170"
"t_time18","2018-02-23 20:40","首拋政見 孫大千提都更「有條件一坪換一實坪」"," 孫大千首拋政見，提都更「有條件一坪換一實坪」。圖／孫大千提供分享  facebook    台北市長擬參選人、國民黨前立委丁守中提都更方案，當選後要讓台北市都更能一坪換一實坪，遭內政部次長花敬群批評這種口號「虛偽性大於可行性」。同樣要爭取代表國民黨參選台北市長的孫大千，則是提出「有條件的一坪換一實坪」，要供內政部都更官員及台北市長柯文哲參考，希望能夠成為最大共識。  第一步，先進行台北市都市計劃通檢，針對公共設施容受力進行評估，進行基準容積之全面檢討。 第二步，劃設「都更策略地區」，藉由公共設施通檢了解公共設施的需求，預計未來於都更時提升公共設施質量，同時以公私合作關係共同進行都市更新。 第三步，在不影響大台北生活品質的條件下，以總量容積管制的原則進行基準容積調整，除了達到不減損原生活空間質量外，也可以一定比例之<U+5897>額容積創造青年住宅，解決舊的居住品質，創造新的生活價值。 第四步，符合下列兩項條件的都更案件，得以達到「一坪換一實坪」的目標： （1）屬高危險潛勢之「都更策略區」，且符合「急迫預防性防災型都更」的各種必要條件。 （2）該案件以提供「垂直化公共設施」的方式爭取增額容積，並且藉由建築及都市設計手段，調整周邊之微氣候，達到提升周邊舒適度及降低自身的碳排放，不會減損原生活空間質量。  ","https://udn.com/news/story/10958/2997069"
"t_time19","2018-02-23 10:11","柯文哲「都更幻想」說掀論戰 專家這麼說"," 花蓮強震後，推動防災都更議題引人關注，市長柯文哲日前表態「都更一坪換一坪」是幻想，引各方討論。 記者游智文／攝影分享  facebook     花蓮強震後，推動防災都更議題引人關注，台北市民關心若北台灣強度六級以上地震，房舍倒塌將不計其數。市長柯文哲日前表態「都更一坪換一坪」是幻想。對此，有意角逐市長寶座的丁守中，批評柯的都更政策「沒有同理心」，並承諾當選後一定履行「一坪換一坪，外加一個停車位」的政見。內政部次長花敬群則認為一坪換一坪是虛偽口號，會激發人性貪婪。 吉家網不動產董事長暨房仲全聯會榮譽理事長李同榮表示，都更一坪換一坪<U+7D76>不是幻想，但也<U+7D76>不是無條件放行，他主張防災都更優先，有條件的放行，不能政策買票<U+4E36>通通有獎。 李同榮指出，政府對防災都更始終毫無治本的對策，對於地震災害威脅總是半夢半醒，九二一地震喚醒政府修訂建築法，提高各區建築物耐震系數與耐震標準，然而對九二一地震以前近562萬戶的老舊建築，始終沒有進行全面性耐震力盤點，政府空列安家固園的470億元預算，執行力卻只約12%，主要問題就是缺乏主動積極的公權力介入。 因此，只有全面性強制檢測建物耐震力，針對具倒塌危險之建物，強制拆除都更，並給予這些具倒塌危險建物住戶「一坪換一坪」的誘因，才能順利推動防災都更，全面做好防災準備。 李同榮指出，柯P市長<U+8AAC>一坪換一坪是幻想，花次長讚聲是虛偽性口號會激發人性貪婪，但擺在眼前的是都更寸步難行，影響的是人民生命財產與安全，光靠老屋重建，是打假球，要百分之百住戶同意，只有公營機構與大企業單一所有權人受惠，根本無法全面防災。 而丁守中立委所提「一坪換一坪外加一個車位」的政見，並未設定門檻，就會<U+7523>生通通有獎的政策買票現象，顯然也不盡公平合理。因此，防災優先且有條件的「一坪換一坪」才是治本也是治標的良好都更政策。 李同榮表示，花蓮地震重新喚醒政府重視，但政府做的只是片面性針對921之前九樓以上老屋檢測耐震力，但這樣就能徹底解決防災問題嗎？因為9樓以上出問題就全面檢測，難道要等下一次災害出現九樓以下建物倒塌才要全面檢測嗎？這<U+69D8>政策會讓人認為我們是頭痛醫頭 腳痛醫腳的政府。 他表示，唯今之計，政策要蘿蔔與棍子並行，針對921之前562萬戶全面檢測耐震力、針對危屋分級分類，可改善的提供補助，不可改善的要立法強制拆除重建。 針對危屋<U+4E36>防火巷過小<U+4E36>屋齡超舊嚴重妨害市容的建築，給予分級都更<U+596C>勵，迫切性的危樓，可提供容積獎勵，以一坪換一坪的較高誘因，才能順利推動。","https://udn.com/news/story/7241/2995833"
"t_time20",NA,"柯P都更幻想說掀論戰 專家這麼說"," 記者游智文／攝影facebook花蓮強震後，推動防災都更議題引人關注，台北市民關心若北台灣強度六級以上地震，房舍倒塌將不計其數。市長柯文哲日前表態「都更一坪換一坪」是幻想。對此，有意角逐市長寶座的丁守中，批評柯的都更政策「沒有同理心」，並承諾當選後一定履行「一坪換一坪，外加一個停車位」的政見。內政部次長花敬群則認為一坪換一坪是虛偽口號，會激發人性貪婪。 吉家網不動產董事長暨房仲全聯會榮譽理事長李同榮表示，都更一坪換一坪<U+7D76>不是幻想，但也<U+7D76>不是無條件放行，他主張防災都更優先，有條件的放行，不能政策買票<U+4E36>通通有獎。 李同榮指出，政府對防災都更始終毫無治本的對策，對於地震災害威脅總是半夢半醒，九二一地震喚醒政府修訂建築法，提高各區建築物耐震系數與耐震標準，然而對九二一地震以前近562萬戶的老舊建築，始終沒有進行全面性耐震力盤點，政府空列安家固園的470億元預算，執行力卻只約12%，主要問題就是缺乏主動積極的公權力介入。 因此，只有全面性強制檢測建物耐震力，針對具倒塌危險之建物，強制拆除都更，並給予這些具倒塌危險建物住戶「一坪換一坪」的誘因，才能順利推動防災都更，全面做好防災準備。 李同榮指出，柯P市長<U+8AAC>一坪換一坪是幻想，花次長讚聲是虛偽性口號會激發人性貪婪，但擺在眼前的是都更寸步難行，影響的是人民生命財產與安全，光靠老屋重建，是打假球，要百分之百住戶同意，只有公營機構與大企業單一所有權人受惠，根本無法全面防災。 而丁守中立委所提「一坪換一坪外加一個車位」的政見，並未設定門檻，就會<U+7523>生通通有獎的政策買票現象，顯然也不盡公平合理。因此，防災優先且有條件的「一坪換一坪」才是治本也是治標的良好都更政策。 李同榮表示，花蓮地震重新喚醒政府重視，但政府做的只是片面性針對921之前九樓以上老屋檢測耐震力，但這樣就能徹底解決防災問題嗎？因為9樓以上出問題就全面檢測，難道要等下一次災害出現九樓以下建物倒塌才要全面檢測嗎？這<U+69D8>政策會讓人認為我們是頭痛醫頭 腳痛醫腳的政府。 他表示，唯今之計，政策要蘿蔔與棍子並行，針對921之前562萬戶全面檢測耐震力、針對危屋分級分類，可改善的提供補助，不可改善的要立法強制拆除重建。 針對危屋<U+4E36>防火巷過小<U+4E36>屋齡超舊嚴重妨害市容的建築，給予分級都更<U+596C>勵，迫切性的危樓，可提供容積獎勵，以一坪換一坪的較高誘因，才能順利推動。","https://house.udn.com/house/story/5886/2995833"
"t_time21",NA,"李同榮：都更一坪換一坪非幻想 要有條件放行"," 吉家網不動產董事長暨房仲全聯會榮譽理事長李同榮。 李同榮／提供facebook能更能否「都更一坪換一坪」引發爭議，吉家網不動產董事長暨房仲全聯會榮譽理事長李同榮表示，都更一坪換一坪<U+7D76>不是幻想，但也<U+7D76>不是無條件放行，他主張防災都更優先，有條件的放行，不能政策買票<U+4E36>通通有獎。   李同榮指出，政府對防災都更始終毫無治本的對策，對於地震災害威脅總是半夢半醒，九二一地震喚醒政府修訂建築法，提高各區建築物耐震系數與耐震標準，然而對九二一地震以前近562萬戶的老舊建築，始終沒有進行全面性耐震力盤點，政府空列安家固園的470億預算，執行力卻只約12%，主要問題就是缺乏主動積極的公權力介入。 因此，只有全面性強制檢測建物耐震力，針對具倒塌危險之建物，強制拆除都更，並給予這些具倒塌危險建物住戶「一坪換一坪」的誘因，才能順利推動防災都更，全面做好防災準備。 李同榮指出，柯文哲市長<U+8AAC>一坪換一坪是幻想，花次長讚聲是虛偽性口號會激發人性貪婪，但擺在眼前的是都更寸步難行，影響的是人民生命財產與安全，光靠老屋重建，是打假球，要百分之百住戶同意，只有公營機構與大企業單一所有權人受惠，根本無法全面防災。 丁守中立委所提「一坪換一坪外加一個車位」的政見，並未設定門檻，就會<U+7523>生通通有獎的政策買票現象，顯然也不盡公平合理。因此，防災優先且有條件的「一坪換一坪」才是治本也是治標的良好都更政策。 李同榮最後指出，在老屋重建條例通過之前，就一再呼籲政府要針對危屋優先都更的建議，但政府只做對一半，老屋可重建，耐震力不足危屋只有被動性的鼓勵檢測補助，卻沒一套主動性全面檢測方案，針對真正有倒塌危險的建築，也毫無公權力可強迫都更。 李同榮指出三點建議，第一，針對九二一之前562萬戶全面檢測耐震力；第二，針對危屋分級分類，可改善的提供補助，不可改善的要立法強制拆除重建；第三，針對危屋<U+4E36>防火巷過小<U+4E36>屋齡超舊嚴重妨害市容的建築，給予分級都更<U+596C>勵，迫切性的危樓，可提供容積獎勵，以一坪換一坪的較高誘因，才能順利推動。","https://house.udn.com/house/story/5886/2995807"
"t_time22","2018-02-23 01:03","都更一坪換一坪 花敬群：看條件"," 內政部次長花敬群。 （聯合報系資料庫）分享  facebook    都更是否能「一坪換一坪」，在台北市市長選戰中已掀起論戰，不過內政部次長花敬群昨（22）日表態，直指一坪換一坪是「虛偽性遠高於可行性」，不認同以此做為都更口號。 台北市長柯文哲力推都更，但多次於公開場合指出，市民心態應該要改變，不可能都更一坪換一坪、還加停車位；但近日台北市長擬參選人、國民黨前立委丁守中高喊：「我做得到。」較勁意味相當濃厚。 花敬群表示，一坪換一坪是條件問題，當房子面積愈小、可以蓋的面積愈多、當地房價水準愈高，就愈有機會換到；就他了解，北部地區一坪最高可以換到四坪以上、新北市也有一坪換六坪的案例。 花敬群表示，台北市絕大多數公寓可能可以做到一坪換一坪，但是全台灣大多數地方沒辦法做到，如果以一坪換一坪作為都更政策的方向，基本上是一個不理想、不好的作為，喊出這樣的政策口號，是相當不智的作法，「我們不願意喊這種口號，因為虛偽性遠高於可行性。」 ","https://udn.com/news/story/7238/2995578"
"t_time23","2018-02-23 00:05","黨務主管唱衰北市長選情 丁守中：應下台"," 陸委會前副主委張顯耀（左），主動向前總統馬英九握手致意，馬英九也一度握拳喊加油。 記者林俊良／攝影分享  facebook    國民黨台北市黨部新春團拜，有意參選台北市長的前立委丁守中和陸委會前副主委張顯耀、議員鍾小平都出席。對於藍營內部唱衰台北市長選情，丁守中說，部分黨務主管抱持失敗主義，這樣的黨務主管應該下台。這麼多人想要參選台北市長，代表國民黨人才濟濟，他對初選勝出有信心。 丁守中說，在野黨必須仰攻，初選時程越早決定越好，選戰不必這麼多謀略，民眾期待的是最傑出、最有信心、最有使命感的人出來參選。 張顯耀昨天參加新春團拜，主動與前總統馬英九握手。張因共諜案在馬任內被拔官，後來獲不起訴處分，張顯耀昨說，該案當時對兩岸關係、互信造成很大傷害，後來貨貿協議、互設辦事處也停了；他覺得最好的辯白，就是北檢的不起訴處分書。 ","https://udn.com/news/story/10958/2995460"
"t_time24",NA,"丁守中喊一坪換一坪 花敬群：不可能做到"," 內政部次長花敬群(右)今天上廣播節目，接受主持人黃光芹(左)專訪。圖／台北流行廣播電台提供facebook台北市長柯文哲多次於公開場合指出，市民心態應該要改變，不可能都更一坪換一坪、還加停車位；但近日台北市長擬參選人、國民黨前立委丁守中高喊：「我做得到。」較勁意味相當濃厚。 內政部次長花敬群今接受廣播節目專訪時說明，一坪換一坪是條件問題，當房子面積愈小、可以蓋的面積愈多、當地房價水準愈高，就愈有機會換到；就他了解，台北市絕大多數公寓可能可以做到一坪換一坪，但是「全台灣大多數地方沒辦法做到」。 在此情況下，花敬群認為，如果以一坪換一坪作為都更政策的方向，是一個不理想、不好的作為，因為會讓人民覺得舊東西換新東西不用錢、讓政府出就好的心態，「我們不願意喊這種口號，因為虛偽性遠高於可行性。」 廣播節目主持人進一步詢問，如果要做到丁守中的承諾，會付出什麼代價？花敬群直言：「不可能做到」因為若要拿公帑來補足房屋條件未達一坪換一坪的個案，光是營建費用等相關支出，是非常高的，是不可能的事情。 換言之，若真的硬推一坪換一坪，等同拿人民繳交的錢來補足別人房屋都更的費用，屆時很可能社會輿論相當大，實務上不太可能推動。","https://house.udn.com/house/story/5886/2995098"
"t_time25","2018-02-22 19:56","丁守中喊一坪換一坪 花敬群：不可能做到","  台北市長柯文哲多次於公開場合指出，市民心態應該要改變，不可能都更一坪換一坪、還加停車位；但近日台北市長擬參選人、國民黨前立委丁守中高喊：「我做得到。」較勁意味相當濃厚。 內政部次長花敬群今接受廣播節目專訪時說明，一坪換一坪是條件問題，當房子面積愈小、可以蓋的面積愈多、當地房價水準愈高，就愈有機會換到；就他了解，台北市絕大多數公寓可能可以做到一坪換一坪，但是「全台灣大多數地方沒辦法做到」。 在此情況下，花敬群認為，如果以一坪換一坪作為都更政策的方向，是一個不理想、不好的作為，因為會讓人民覺得舊東西換新東西不用錢、讓政府出就好的心態，「我們不願意喊這種口號，因為虛偽性遠高於可行性。」 廣播節目主持人進一步詢問，如果要做到丁守中的承諾，會付出什麼代價？花敬群直言：「不可能做到」因為若要拿公帑來補足房屋條件未達一坪換一坪的個案，光是營建費用等相關支出，是非常高的，是不可能的事情。 換言之，若真的硬推一坪換一坪，等同拿人民繳交的錢來補足別人房屋都更的費用，屆時很可能社會輿論相當大，實務上不太可能推動。","https://udn.com/news/story/7238/2995098"
